trip_id,part,trip_id_unique_station,trip_id_unique,line_id,direction,alternative,cluster,station_index,station_id,station_name,arrival_time,door_closing_time,arrival_is_estimated,latitude,longitude,passengers_up,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach
110939,ב,110939b23,110939b,10551,2,#,שרון חולון מרחבי,23,38768,עין חי/הצנחנים,12:07:06,,True,32.17134,34.89364,0,10,1.666666667,16.66666667
311366,א,311366a9,311366a,22089,1,0,"דרומי-ראשל""צ-חולון",9,26709,שלונסקי/בני אפרים,08:10:00,08:10:00,False,32.11787,34.81971,2,12,0.8,9.6
119647,א,119647a7,119647a,10621,2,#,שרון חולון מרחבי,7,31737,גילדסגיים/שד' אהרון קציר,16:06:23,,True,32.05285,34.8489,0,8,0.333333333,2.666666667
310858,א,310858a41,310858a,27003,1,0,"דרומי-ראשל""צ-חולון",41,36403,הפלד/האופן,08:44:00,08:45:00,False,32.02114,34.79889,0,2,3.5,7.0
111103,ג,111103c17,111103c,12278,2,#,שרון חולון מרחבי,17,36371,סוקולוב/הנרייטה סולד,15:30:00,15:30:00,False,32.02329,34.770927,0,3,1.666666667,5.0
220355,א,220355a19,220355a,11204,2,0,תל אביב,19,23021,"אלנבי/מזא""ה",11:14:00,11:14:00,False,32.0666,34.7717,0,12,3.2,38.4
417275,א,417275a26,417275a,11160,1,0,מזרחי-בני ברק,26,22972,"רבי עקיבא/רש""י",21:15:00,21:15:00,False,32.08572,34.83501,2,7,3.0,21.0
112300,ג,112300c17,112300c,20048,2,#,השרון,17,26302,ת. רכבת האוניברסיטה/שד' רוקח,17:05:00,17:06:00,False,32.102783,34.80697,7,46,2.142857143,98.57142857
119275,א,119275a23,119275a,36057,2,#,שרון חולון מרחבי,23,31691,רוטשילד/שפרינצק,13:47:04,,True,31.96475,34.79034,0,0,1.666666667,0.0
310121,א,310121a41,310121a,18010,2,0,"דרומי-ראשל""צ-חולון",41,25364,הכובשים/דניאל,06:37:00,06:37:00,False,32.06853,34.76553,0,23,3.25,74.75
310637,ג,310637c31,310637c,18075,1,#,חולון עירוני ומטרופוליני+תחרות חולון,31,34059,אהרונוביץ'/דוד רמז,19:47:00,19:48:00,False,32.00926,34.769096,0,6,1.333333333,8.0
310440,א,310440a15,310440a,21088,1,#,חולון עירוני ומטרופוליני+תחרות חולון,15,25225,יפת/מנדס פראנס,06:31:04,,True,32.04204,34.75161,0,1,1.0,1.0
313111,ג,313111c38,313111c,13139,2,0,אונו-אלעד,38,38120,דרך חטיבת אלכסנדרוני/דרך לוי אשכול,21:40:24,,True,32.04786,34.865482,0,3,0.75,2.25
115280,ג,115280c31,115280c,15066,2,0,"פ""ת-ת""א",31,32274,דרך זאב ז'בוטינסקי/היצירה,20:56:00,20:56:00,False,32.09246,34.850597,1,45,3.444444444,155.0
217934,א,217934a39,217934a,17023,1,0,תל אביב,39,26971,טרומן/עוזיאל,15:10:11,,True,32.06902,34.82197,0,3,1.0,3.0
212121,ב,212121b21,212121b,35002,1,0,מזרחי-בני ברק,21,27092,הרב דסלר/רבן יוחנן בן זכאי,14:21:00,14:21:00,False,32.08187,34.83156,2,15,1.75,26.25
321456,א,321456a4,321456a,27003,1,0,"דרומי-ראשל""צ-חולון",4,22989,שוק הכרמל/אלנבי,10:35:00,10:36:00,False,32.06861,34.77078,2,2,2.5,5.0
110689,ג,110689c6,110689c,10347,1,#,השרון,6,37060,אחוזה/ביאליק,11:46:25,,True,32.17926,34.88064,0,3,2.0,6.0
212086,ב,212086b36,212086b,12161,2,0,מזרחי-בני ברק,36,20659,'חוף בננה ביץ,16:02:24,,True,32.0706,34.76382,0,2,2.6,5.2
320215,א,320215a16,320215a,18099,2,#,חולון עירוני ומטרופוליני+תחרות חולון,16,37660,יוספטל/אלי כהן,21:19:00,21:19:00,False,32.01529,34.76046,2,9,2.0,18.0
122292,א,122292a10,122292a,11126,1,#,שרון חולון מרחבי,10,33382,הסנהדרין/הסבוראים,12:23:19,,True,32.0036,34.76298,0,18,2.8,50.4
412184,א,412184a3,412184a,35002,1,0,מזרחי-בני ברק,3,26590,יגאל אלון/הרב טייב,10:19:00,10:19:00,False,32.09771,34.83611,1,1,2.714285714,2.714285714
114264,ג,114264c41,114264c,81001,2,0,"פ""ת-ת""א",41,26544,דרך ז'בוטינסקי/סוקולוב,16:51:00,16:52:00,False,32.09232,34.834217,1,41,2.928571429,120.0714286
218657,א,218657a19,218657a,21007,1,0,תל אביב,19,21173,"ביה""ח איכילוב/ויצמן",18:01:00,18:02:00,False,32.08009,34.78856,6,21,2.833333333,59.5
119969,א,119969a12,119969a,10616,1,#,שרון חולון מרחבי,12,39430,"מרכז מסחרי/האר""י",07:30:09,,True,32.31211,34.87077,0,5,1.0,5.0
120823,א,120823a28,120823a,10601,2,1,שרון חולון מרחבי,28,34201,צומת אודים,23:14:51,,True,32.26954,34.84697,0,9,2.75,24.75
119697,א,119697a26,119697a,10617,1,#,שרון חולון מרחבי,26,26751,שדרות אבא אבן/אריה שנקר,13:45:12,,True,32.161,34.81051,0,3,1.0,3.0
210511,ב,210511b33,210511b,55008,2,0,תל אביב,33,25956,שדה דב/שד' לוי אשכול,16:52:00,16:52:00,False,32.10392,34.78894,0,3,2.777777778,8.333333333
119828,א,119828a10,119828a,22006,2,#,שרון חולון מרחבי,10,26688,אבא אחימאיר/אליהו בית צורי,13:58:59,,True,32.12482,34.79984,0,2,1.0,2.0
311161,ג,311161c22,311161c,12125,2,0,דרומי-בת ים,22,20418,היינריך היינה/נס לגויים,09:40:47,,True,32.044945,34.762806,0,11,3.0,33.0
213780,א,213780a4,213780a,21014,1,0,תל אביב,4,25973,תוספתא/ירושלמי,12:53:00,12:53:00,False,32.09661,34.79905,2,3,2.0,6.0
313155,ג,313155c52,313155c,13139,1,0,אונו-אלעד,52,39943,דוד סחרוב/אברהם בר,09:47:00,09:48:00,False,31.98925,34.774918,0,0,1.333333333,0.0
221117,א,221117a31,221117a,13104,1,1,תל אביב,31,25742,דרך משה דיין/יצחק שדה,21:39:03,,True,32.06361,34.79915,0,15,2.0,30.0
218045,א,218045a6,218045a,13104,1,0,תל אביב,6,22996,בן יהודה/ארלוזורוב,12:07:00,12:07:00,False,32.08674,34.77294,1,4,2.8,11.2
115230,ג,115230c14,115230c,24092,2,0,"פ""ת-ת""א",14,32242,דגל ראובן/בן גוריון,08:29:00,08:30:00,False,32.081944,34.871456,0,17,2.333333333,39.66666667
314875,ג,314875c25,314875c,12446,1,0,אונו-אלעד,25,38121,לוי אשכול/קניון,06:26:00,06:26:00,False,32.054688,34.864338,0,11,0.5,5.5
411736,א,411736a36,411736a,39017,2,0,מזרחי-בני ברק,36,26802,"בית אל/אח""י דקר",09:24:00,09:24:00,False,32.11846,34.83923,1,1,2.333333333,2.333333333
319695,א,319695a18,319695a,18019,2,0,"דרומי-ראשל""צ-חולון",18,36173,אלי כהן/חצור,14:04:43,,True,32.01059,34.75789,0,5,2.0,10.0
314232,ג,314232c2,314232c,37085,1,4,אונו-אלעד,2,36580,אבשלום גיסין/משה דיין,07:31:44,,True,32.096146,34.86042,0,0,1.0,0.0
111400,ג,111400c34,111400c,81001,2,0,"פ""ת-ת""א",34,21644,דרך ז'בוטינסקי/גלעד,12:35:00,12:35:00,False,32.083115,34.80505,1,27,2.916666667,78.75
310804,ג,310804c39,310804c,12125,1,0,דרומי-בת ים,39,39736,שדרות העצמאות/רוטשילד,08:07:00,08:07:00,False,32.02657,34.748077,23,36,2.75,99.0
311324,ג,311324c36,311324c,16076,2,#,חולון עירוני ומטרופוליני+תחרות חולון,36,36349,קרן היסוד/משה שרת,09:30:00,09:31:00,False,32.008533,34.791462,2,2,0.333333333,0.666666667
311757,ג,311757c47,311757c,15042,2,0,בת ים-רמת גן,47,26448,פנחס רוזן/קהילת יאסי,13:22:43,,True,32.11125,34.825645,0,12,2.833333333,34.0
114799,ג,114799c4,114799c,24092,1,0,"פ""ת-ת""א",4,21684,דרך זאב ז'בוטינסקי/מכון מור,18:15:00,18:15:00,False,32.09102,34.823643,2,23,2.75,63.25
413984,א,413984a31,413984a,17063,2,0,מזרחי-רמת גן,31,25537,בן יהודה/טרומפלדור,13:48:54,,True,32.07464,34.76802,0,17,2.571428571,43.71428571
313662,ג,313662c5,313662c,20036,2,0,אונו-אלעד,5,31312,החצב / היסמין,14:26:00,14:26:00,False,32.030857,34.86443,5,8,2.75,22.0
119287,א,119287a14,119287a,16510,2,#,שרון חולון מרחבי,14,20722,העצמאות/בן גוריון,19:44:25,,True,32.16485,34.84307,0,0,3.5,0.0
310421,א,310421a4,310421a,17011,1,#,חולון עירוני ומטרופוליני+תחרות חולון,4,36345,ימית 2000/מפרץ שלמה,06:34:18,,True,32.00477,34.79398,0,2,1.0,2.0
112048,ב,112048b51,112048b,10606,1,#,שרון חולון מרחבי,51,21188,דרך נמיר/יהודה המכבי,21:37:17,,True,32.09538,34.79414,0,8,1.666666667,13.33333333
212326,ג,212326c31,212326c,12161,2,0,מזרחי-בני ברק,31,20652,ארלוזורוב/בן יהודה,09:59:14,,True,32.087444,34.772903,0,11,2.833333333,31.16666667
310948,ג,310948c42,310948c,12125,1,0,דרומי-בת ים,42,36247,מבצע סיני/כצנלסון,15:31:00,15:31:00,False,32.02186,34.755398,0,9,2.714285714,24.42857143
315234,א,315234a19,315234a,18010,2,0,"דרומי-ראשל""צ-חולון",19,36129,יצחק שדה/הנביאים,16:30:00,16:31:00,False,32.01039,34.74385,1,6,2.833333333,17.0
310440,א,310440a18,310440a,21088,1,#,חולון עירוני ומטרופוליני+תחרות חולון,18,25200,יפת/יוטבת,06:34:31,,True,32.03381,34.74544,0,8,1.0,8.0
219595,א,219595a12,219595a,40044,1,0,תל אביב,12,21534,תיכון חדש רבין/דרך נמיר,13:18:00,13:18:00,False,32.09029,34.7953,1,10,2.6,26.0
111948,ב,111948b13,111948b,10564,1,#,שרון חולון מרחבי,13,37206,הוד השרון מרכז/דרך רמתיים,13:19:00,13:19:00,False,32.15511,34.89448,1,3,0.333333333,1.0
313826,ג,313826c33,313826c,14068,1,0,אונו-אלעד,33,31671,קניון קרית אונו/שלמה המלך,18:32:00,18:33:00,False,32.05514,34.86388,1,7,2.714285714,19.0
310171,ג,310171c20,310171c,12125,1,0,דרומי-בת ים,20,25617,המלך ג'ורג'/זמנהוף,15:51:00,15:51:00,False,32.076897,34.777313,4,50,3.125,156.25
312921,ג,312921c7,312921c,36079,2,0,אונו-אלעד,7,34934,החרש/עמל,21:50:16,,True,32.096058,34.852768,0,2,1.666666667,3.333333333
312100,ג,312100c29,312100c,15025,1,0,דרומי-בת ים,29,21543,'בית ז'בוטינסקי/המלך ג'ורג,10:56:00,10:57:00,False,32.07329,34.774834,3,21,3.375,70.875
118182,א,118182a35,118182a,59021,1,#,שרון חולון מרחבי,35,26734,ביה''ס און/ויסבורג,13:56:00,13:56:00,False,32.12267,34.82909,0,10,3.0,30.0
214531,ג,214531c31,214531c,18057,2,0,מזרחי-רמת גן,31,26423,שלום אש/קהילת ורשה,06:14:31,,True,32.108223,34.81968,0,1,4.0,4.0
314237,ג,314237c22,314237c,23056,2,0,אונו-אלעד,22,38128,אוניברסיטת בר אילן/דרך אשכול,06:54:00,06:54:00,False,32.06561,34.843956,3,17,2.666666667,45.33333333
110922,ב,110922b48,110922b,11126,1,#,שרון חולון מרחבי,48,21699,"ביה""ס אליאנס/רדינג",15:00:53,,True,32.10656,34.79426,0,13,2.8,36.4
115697,א,115697a13,115697a,10567,1,#,שרון חולון מרחבי,13,20176,דרך זאב ז'בוטינסקי/החשמונאים,18:36:00,18:37:00,False,32.09173,34.82648,0,4,2.857142857,11.42857143
220389,א,220389a17,220389a,17033,1,0,תל אביב,17,26712,שלונסקי/קהילת ונציה,19:42:00,19:43:00,False,32.11631,34.82283,1,14,2.5,35.0
211353,ג,211353c14,211353c,16061,1,3,מזרחי-רמת גן,14,25848,ז'בוטינסקי/אבן גבירול,09:06:00,09:06:00,False,32.088284,34.781185,3,24,0.333333333,8.0
110921,ב,110921b48,110921b,11126,2,#,שרון חולון מרחבי,48,34059,אהרונוביץ'/דוד רמז,12:15:00,12:15:00,False,32.00926,34.7691,0,7,2.428571429,17.0
315075,ג,315075c7,315075c,14256,2,0,אונו-אלעד,7,25735,יצחק שדה/יגאל אלון,23:06:09,,True,32.06405,34.79295,0,0,2.0,0.0
314114,ג,314114c15,314114c,17078,2,0,אונו-אלעד,15,38105,וייצמן/רמז,13:51:00,13:51:00,False,32.037407,34.89233,1,16,0.666666667,10.66666667
121767,א,121767a23,121767a,11126,1,#,שרון חולון מרחבי,23,36391,קאנטרי חולון/הלוחמים,05:59:00,05:59:00,False,32.03185,34.77066,1,19,2.5,47.5
313985,ג,313985c32,313985c,23076,2,0,אונו-אלעד,32,31687,רוטשילד/הרצל,12:47:25,,True,32.08516,34.882343,0,10,3.0,30.0
311281,ג,311281c12,311281c,22018,1,0,דרומי-בת ים,12,25508,אלנבי/מונטיפיורי,19:24:00,19:24:00,False,32.066113,34.77181,4,37,3.7,136.9
311480,א,311480a26,311480a,21004,2,#,חולון עירוני ומטרופוליני+תחרות חולון,26,33888,יהושע טהון/קלומל,07:23:00,07:23:00,False,32.02175,34.7892,1,10,2.0,20.0
314361,א,314361a4,314361a,11289,2,0,"דרומי-ראשל""צ-חולון",4,33765,המלאכה/השבעה,13:29:21,,True,32.02086,34.8051,0,0,2.6,0.0
213154,א,213154a3,213154a,21017,2,1,תל אביב,3,25260,"תל גיבורים/שז""ר",09:03:00,09:03:00,False,32.03936,34.76964,2,4,0.333333333,1.333333333
310157,ג,310157c23,310157c,11289,1,0,"דרומי-ראשל""צ-חולון",23,25141,דרך מנחם בגין/נחמני,00:37:13,,True,32.06408,34.780754,0,0,2.4,0.0
111989,ב,111989b50,111989b,10572,1,#,שרון חולון מרחבי,50,26312,האוניברסיטה/חיים לבנון,14:35:00,14:35:00,False,32.11255,34.80165,0,1,1.0,1.0
314601,ג,314601c18,314601c,33077,2,0,אונו-אלעד,18,31159,ספורטק/לוי אשכול,07:06:00,07:06:00,False,32.06344,34.86139,1,4,1.333333333,5.333333333
313779,ג,313779c34,313779c,23056,1,0,אונו-אלעד,34,31101,מבואות/הר דפנה,17:44:13,,True,32.04764,34.87078,0,15,3.0,45.0
313690,ג,313690c9,313690c,14068,1,0,אונו-אלעד,9,21764,דרך מנחם בגין/על פרשת דרכים,12:14:20,,True,32.07972,34.7951,0,14,2.5,35.0
120034,א,120034a21,120034a,10600,2,#,שרון חולון מרחבי,21,39232,"שד. בן אב""י/שד. בנימין",19:10:27,,True,32.31844,34.85536,0,4,1.333333333,5.333333333
314026,ג,314026c12,314026c,21037,1,0,אונו-אלעד,12,21282,דרך הטייסים/דרך בר לב,05:25:23,,True,32.046204,34.813526,0,11,2.5,27.5
211361,ג,211361c23,211361c,13067,1,0,מזרחי-רמת גן,23,21614,הירדן/ פנחס,09:15:00,09:15:00,False,32.063114,34.828323,0,14,2.333333333,32.66666667
112158,ב,112158b42,112158b,77015,1,#,שרון חולון מרחבי,42,25210,מחרוזת/שד' ירושלים,09:54:30,,True,32.03379,34.7526,0,2,2.5,5.0
111753,ב,111753b4,111753b,12278,2,#,שרון חולון מרחבי,4,34944,מסוף קרית שרת/שדרות ירושלים,14:09:16,,True,32.00331,34.80185,0,1,1.0,1.0
221238,א,221238a19,221238a,21017,1,0,תל אביב,19,25280,הקשת/השופר,08:34:00,08:34:00,False,32.04393,34.77603,1,5,3.0,15.0
114803,ג,114803c1,114803c,15066,2,0,"פ""ת-ת""א",1,26961,כרמלית,19:12:00,19:13:00,False,32.06759,34.765118,2,2,3.444444444,6.888888889
210848,ג,210848c26,210848c,15052,1,0,מזרחי-רמת גן,26,21358,ראול ולנברג/משמר הירדן,10:17:00,10:17:00,False,32.10673,34.830513,0,8,2.666666667,21.33333333
311321,ג,311321c27,311321c,17014,2,#,חולון עירוני ומטרופוליני+תחרות חולון,27,33897,שדרות ירושלים/סוקולוב,07:21:00,07:21:00,False,32.020786,34.786472,0,22,0.333333333,7.333333333
310858,א,310858a37,310858a,27003,1,0,"דרומי-ראשל""צ-חולון",37,36358,המלאכה/הרוקמים,08:38:31,,True,32.01073,34.79569,0,9,3.5,31.5
314282,ג,314282c10,314282c,16115,2,0,אונו-אלעד,10,21023,ת. רכבת השלום,13:58:00,13:59:00,False,32.072666,34.79339,1,5,2.25,11.25
315165,ג,315165c6,315165c,11436,1,0,אונו-אלעד,6,22279,"רבי עקיבא/חזון אי""ש",07:19:00,07:19:00,False,32.085537,34.83701,1,28,1.0,28.0
313988,ג,313988c7,313988c,20036,1,0,אונו-אלעד,7,25848,ז'בוטינסקי/אבן גבירול,17:36:00,17:36:00,False,32.088284,34.781185,1,5,2.666666667,13.33333333
111668,ב,111668b27,111668b,13608,2,1,שרון חולון מרחבי,27,39547,אלונים/דרך דגניה,17:30:02,,True,32.30311,34.87519,0,6,8.0,48.0
315875,א,315875a56,315875a,10189,2,0,"דרומי-ראשל""צ-חולון",56,28668,ראול ולנברג/דבורה הנביאה,19:46:00,19:46:00,False,32.11388,34.8404,0,3,2.666666667,8.0
211613,ב,211613b27,211613b,26005,2,0,מזרחי-בני ברק,27,20085,הרב נורוק/ אברבנאל,18:44:51,,True,32.09631,34.84277,0,8,3.0,24.0
110110,ג,110110c24,110110c,15051,2,0,"פ""ת-ת""א",24,32269,"בי""ח בלינסון/ז'בוטינסקי",13:17:00,13:17:00,False,32.09116,34.86787,0,14,5.0,70.0
314557,ג,314557c30,314557c,33077,2,0,אונו-אלעד,30,31448,שדרות צפריר/גבי אשכנזי,10:52:01,,True,32.02769,34.870445,0,0,2.333333333,0.0
121342,א,121342a34,121342a,16024,2,#,שרון חולון מרחבי,34,21387,"חיים לבנון/ד""ר ג'ורג' וויז",08:02:06,,True,32.11021,34.80153,0,12,4.0,48.0
313781,ג,313781c29,313781c,34015,2,0,אונו-אלעד,29,31337,העצמאות/הכלנית,07:52:00,07:52:00,False,32.0301,34.86626,0,9,2.0,18.0
311704,ב,311704b30,311704b,22089,2,0,"דרומי-ראשל""צ-חולון",30,25899,ויצמן/פנקס,05:36:00,05:36:00,False,32.0915,34.79066,0,5,3.0,15.0
211354,ג,211354c6,211354c,19016,2,0,תל אביב,6,26051,שד' ששת הימים/תקוע,11:59:00,11:59:00,False,32.04764,34.809963,1,6,1.4,8.4
312924,א,312924a52,312924a,11289,2,0,"דרומי-ראשל""צ-חולון",52,21498,מכון התקנים/חיים לבנון,10:58:00,10:58:00,False,32.1086,34.80138,0,1,2.8,2.8
119573,א,119573a4,119573a,16510,1,#,שרון חולון מרחבי,4,26906,קהילת ציון/מוהליבר,08:50:00,08:50:00,False,32.16658,34.84857,3,5,2.0,10.0
222406,א,222406a22,222406a,22007,1,0,תל אביב,22,22276,רבי עקיבא/ירושלים,11:23:00,11:23:00,False,32.08669,34.82934,3,21,2.0,42.0
219794,א,219794a27,219794a,11239,2,0,תל אביב,27,25832,דיזנגוף/ז'בוטינסקי,10:47:00,10:47:00,False,32.08963,34.77566,0,3,2.166666667,6.5
411230,א,411230a36,411230a,15058,2,0,מזרחי-רמת גן,36,26945,קניון איילון,08:52:00,08:53:00,False,32.09893,34.82557,0,0,3.0,0.0
119432,א,119432a16,119432a,10615,2,#,שרון חולון מרחבי,16,39174,שדרות גיבורי ישראל/התרופה,09:29:00,09:29:00,False,32.28344,34.86201,0,5,1.0,5.0
115505,ג,115505c23,115505c,10292,2,0,"פ""ת-ת""א",23,20330,חזון איש/נחמיה,19:46:00,19:46:00,False,32.08084,34.834663,6,25,3.4,85.0
118801,א,118801a7,118801a,10610,1,#,שרון חולון מרחבי,7,39233,שדרות בנימין/טשרניחובסקי,16:12:16,,True,32.32006,34.85547,0,0,1.333333333,0.0
310890,ג,310890c5,310890c,10189,1,0,"דרומי-ראשל""צ-חולון",5,26595,ראול ולנברג/הברזל,20:30:00,20:31:00,False,32.10713,34.833508,1,22,2.428571429,53.42857143
110728,ב,110728b1,110728b,10605,2,#,שרון חולון מרחבי,1,21256,ת.מרכזית תל אביב קומה 6/רציפים,10:21:00,10:21:00,False,32.05591,34.77908,0,0,1.307692308,0.0
415165,א,415165a8,415165a,26005,1,0,מזרחי-בני ברק,8,26581,אברבנאל/הרב נורוק,16:45:00,16:45:00,False,32.09525,34.84171,2,13,3.0,39.0
212410,ג,212410c35,212410c,23018,2,0,מזרחי-בני ברק,35,21374,רבי עקיבא/אליהו הנביא,06:53:16,,True,32.0856,34.837345,0,10,2.0,20.0
314982,ג,314982c31,314982c,11436,1,0,אונו-אלעד,31,35324,התמר/מבוא התאנה,11:42:15,,True,32.0198,34.842705,0,0,0.5,0.0
115373,ג,115373c26,115373c,11266,2,0,"פ""ת-ת""א",26,32470,שמואל סלנט/ביאליק,22:52:55,,True,32.08129,34.88895,0,5,1.25,6.25
218483,א,218483a11,218483a,20022,2,0,תל אביב,11,26601,"עולי הגרדום/בי""ס ישגב",08:37:17,,True,32.10939,34.83387,0,4,2.666666667,10.66666667
320790,א,320790a14,320790a,53073,2,0,"דרומי-ראשל""צ-חולון",14,37923,מרכז תרבות מדיהטק/פנחס אילון,14:42:00,14:42:00,False,32.01165,34.77811,8,27,5.5,148.5
322260,א,322260a2,322260a,21088,2,#,חולון עירוני ומטרופוליני+תחרות חולון,2,34944,מסוף קרית שרת/שדרות ירושלים,09:39:13,,True,32.00331,34.80185,0,0,3.0,0.0
115268,ג,115268c17,115268c,13138,1,0,"פ""ת-ת""א",17,27059,דרך ז'בוטינסקי/דב הוז,05:09:00,05:09:00,False,32.09282,34.83772,1,25,2.0,50.0
